GO,n_genes,mean_clip_enrichment,mean_ribo_density_change,clip_p,ribo_p,TERM,ontology,clip_fdr,ribo_fdr,combined_fdr,neglog10_fdr
GO:0016338,10,-0.49424817666412435,0.39106563462599514,0.9535459885291452,9.524736207014963e-4,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules,BP,0.9810401061538389,0.009307366708514623,0.009307366708514623,2.031173174628355
GO:0000724,104,-0.5533853975174364,-0.3580637870375276,0.841813597166793,9.858899983247694e-4,double-strand break repair via homologous recombination,BP,0.9410008446284664,0.00952020210485203,0.00952020210485203,2.0213538318581383
GO:0045597,53,-0.349268517615092,-0.4552989872046199,0.33957868042766415,9.828749276617533e-4,positive regulation of cell differentiation,BP,0.630187385663632,0.00952020210485203,0.00952020210485203,2.0213538318581383
GO:0006353,12,-0.8384479606227171,-0.7338985435419048,0.360187406364178,9.891725754503622e-4,DNA-templated transcription termination,BP,0.6520049766938696,0.00952020210485203,0.00952020210485203,2.0213538318581383
GO:1905039,10,0.6341978383644805,0.45600734193031245,4.588610228899231e-4,0.0017433499208409262,carboxylic acid transmembrane transport,BP,0.01009923092435298,0.015094077439633756,0.01009923092435298,1.9957116973091311
GO:0009887,81,-0.10885591137039201,0.01354988700964676,4.690597738764322e-4,0.002736414330544051,animal organ morphogenesis,BP,0.010134273096137595,0.021591211047556798,0.010134273096137595,1.9942073966165423
GO:0015701,16,-0.14147440354690793,0.27122266495544894,0.2557939290803371,0.0010616813208494723,bicarbonate transport,BP,0.549963784762827,0.010163656547156532,0.010163656547156532,1.9929500191622924
GO:0019886,13,-0.17043067111702456,0.36218950668251293,0.20726532346726428,0.0010718038101959078,antigen processing and presentation of exogenous peptide antigen via MHC class II,BP,0.4873390927294514,0.010219020133649243,0.010219020133649243,1.9905907451945317
GO:0007218,27,0.015325901924627716,0.20438192738029948,0.010694308442723848,0.0010771832009487618,neuropeptide signaling pathway,BP,0.09580881308338142,0.01022889692836425,0.01022889692836425,1.990171197544353
GO:0071514,18,-0.4906625714227885,-0.6359274731675811,0.877828557112196,0.0011423865540002907,genomic imprinting,BP,0.9509136393740669,0.010804499336026847,0.010804499336026847,1.966395352856498
GO:0043330,18,-0.7946258353006171,-0.6755621694313436,0.3672712172182745,0.0011844545546212174,response to exogenous dsRNA,BP,0.6577366665772141,0.011099053204410417,0.011099053204410417,1.9547140667662775
GO:0032465,40,-0.6965781531878528,-0.473433274362472,0.4053605056010893,0.0011857744907775485,regulation of cytokinesis,BP,0.695603404923738,0.011099053204410417,0.011099053204410417,1.9547140667662775
GO:0016125,11,0.5200014019443395,0.35455177499461193,0.0012332028081411593,0.0011876693874783122,sterol metabolic process,BP,0.020309039252954058,0.011099053204410417,0.011099053204410417,1.9547140667662775
GO:0030326,35,0.12252372159072943,-0.03483254707666364,5.271215937915605e-4,0.16862954719612436,embryonic limb morphogenesis,BP,0.011183525706118243,0.37148978825713086,0.011183525706118243,1.9514212596584317
GO:0045292,16,-0.6548870945293407,-0.641122147703257,0.6135312195461913,0.0012387927455448004,"mRNA cis splicing, via spliceosome",BP,0.8308602771887754,0.011440615355913744,0.011440615355913744,1.9415506155350881
GO:0042761,10,0.5497122831851075,0.4522812091444645,0.008021394300527772,0.0012348485177397803,very long-chain fatty acid biosynthetic process,BP,0.0780594362716649,0.011440615355913744,0.011440615355913744,1.9415506155350881
GO:0007267,29,-0.3136693036514405,0.15321117190052497,0.31026808499499264,0.0012354344060907976,cell-cell signaling,BP,0.6038688761679403,0.011440615355913744,0.011440615355913744,1.9415506155350881
GO:0045582,28,-0.4993392780439389,-0.5344854095455054,0.9156165548099552,0.0012627886584570458,positive regulation of T cell differentiation,BP,0.9671142928042487,0.011616669104165402,0.011616669104165402,1.9349183811586208
GO:0070301,67,-0.8035521692992748,-0.3952069975661884,0.1034682313842363,0.001279211319369773,cellular response to hydrogen peroxide,BP,0.3384273401526063,0.011721955864263871,0.011721955864263871,1.9309999181653488
GO:0051225,36,-0.7799222817503304,-0.47283131259720557,0.25332704917015453,0.0013077100360532295,spindle assembly,BP,0.546323443952119,0.011936655561648664,0.011936655561648664,1.923117337744365
GO:0009101,12,0.1476977352992243,0.32846388679078753,0.102791328968153,0.0013236634280606385,glycoprotein biosynthetic process,BP,0.33668091755215623,0.012002242153802734,0.012002242153802734,1.9207376152803546
GO:0006002,12,-1.1297143920865593,-0.7526234201751478,0.09064678533659079,0.0013250883057276902,fructose 6-phosphate metabolic process,BP,0.3141253193083107,0.012002242153802734,0.012002242153802734,1.9207376152803546
GO:0071786,14,0.5315202703072492,0.22319099688376096,5.730000516522785e-4,0.007146740473937109,endoplasmic reticulum tubular network organization,BP,0.012048349300367108,0.04430538088062686,0.012048349300367108,1.9190724500890135
GO:0061036,10,0.7657210117140274,0.12362348054956651,5.948287561524987e-4,0.25295544816405263,positive regulation of cartilage development,BP,0.01220869760095074,0.4761871146493557,0.01220869760095074,1.9133306632368623
GO:0042755,16,-0.2445875478510783,0.2645301640409878,0.5384138771990911,0.001428226529003546,eating behavior,BP,0.7888920009904905,0.012800730127482488,0.012800730127482488,1.8927652583760797
GO:0006511,221,-0.5569500511308453,-0.30430899895127544,0.8541437531328867,0.0014349863072846611,ubiquitin-dependent protein catabolic process,BP,0.9418867270087434,0.012800730127482488,0.012800730127482488,1.8927652583760797
GO:0098656,21,-0.006798957009996291,0.2701232785677351,0.03832314056670381,0.0014272454544966156,monoatomic anion transmembrane transport,BP,0.19863797548197487,0.012800730127482488,0.012800730127482488,1.8927652583760797
GO:0007628,34,-0.12771950841958776,0.13537780334201222,0.0553072160876056,0.0014299436288136473,adult walking behavior,BP,0.24482799602690075,0.012800730127482488,0.012800730127482488,1.8927652583760797
GO:0045087,272,-0.6691379836596193,-0.28451197732873373,0.0674287827277497,0.0014639964631255231,innate immune response,BP,0.2714740981211193,0.013010232719473989,0.013010232719473989,1.8857149349618996
GO:0031647,96,-0.407547940733669,-0.35538980053292657,0.33343926482205266,0.0014913848667931966,regulation of protein stability,BP,0.62420466506831,0.013203802110142774,0.013203802110142774,1.8793009932115412
GO:0030838,45,-0.7638677859173849,-0.4639081830486048,0.2786229937157557,0.0015255644366574592,positive regulation of actin filament polymerization,BP,0.5791325244489008,0.013455821154787702,0.013455821154787702,1.871089793841421
GO:0000070,32,-0.4208636186529875,-0.49270908417972165,0.5813085347162057,0.0015516048916576423,mitotic sister chromatid segregation,BP,0.8152052345589497,0.013634438506916969,0.013634438506916969,1.8653627424578627
GO:0008284,324,-0.32023108128803096,-0.13950883732937636,6.791026983541002e-4,0.2313368275245911,positive regulation of cell population proliferation,BP,0.013669118415588941,0.4509919112751755,0.013669118415588941,1.8642594941806214
GO:0140115,10,0.5651538245666293,0.3515093344914237,0.004664731794538762,0.0015762900620176067,export across plasma membrane,BP,0.054383383050192004,0.013799862810600236,0.013799862810600236,1.8601252310549554
GO:0061014,16,-0.6983576057835242,-0.7081696553569781,0.5844800497746162,0.0015964973625043042,positive regulation of mRNA catabolic process,BP,0.8154327708644675,0.013925004772954209,0.013925004772954209,1.8562046472948208
GO:0002062,35,0.10606071337665628,0.04985628305261507,7.361497927110705e-4,0.016829569407683685,chondrocyte differentiation,BP,0.014371991624268035,0.08039277069999003,0.014371991624268035,1.842483044566138
GO:0031069,22,0.26218546559566197,0.09798925464524683,7.445362964588961e-4,0.014094945437624282,hair follicle morphogenesis,BP,0.014371991624268035,0.07123089378885232,0.014371991624268035,1.842483044566138
GO:0060993,11,0.6856032008915836,-0.09652862480808287,7.440332974108505e-4,0.41714478630168544,kidney morphogenesis,BP,0.014371991624268035,0.6412627373602223,0.014371991624268035,1.842483044566138
GO:0006983,11,0.7735500267014369,0.2767061042924892,7.879505471275965e-4,0.007669883897321224,ER overload response,BP,0.01472717094036103,0.045844102990333715,0.01472717094036103,1.8318806722335896
GO:0046488,32,-0.7469378465055877,-0.4843251054618334,0.31382393805947806,0.0017190418480798678,phosphatidylinositol metabolic process,BP,0.6067728595774369,0.014938537093092577,0.014938537093092577,1.8256919301983279
GO:0055075,13,-0.1543514136945023,0.2960007603299944,0.5067966941413449,0.001770285275080786,potassium ion homeostasis,BP,0.7681267526719762,0.015271142208114472,0.015271142208114472,1.8161284785866971
GO:0007507,230,-0.279700644561773,-0.1297622221628679,8.324122081198192e-4,0.27503720971991064,heart development,BP,0.015315083985329485,0.49682367432504243,0.015315083985329485,1.814880617253416
GO:0042953,12,0.2138520721181061,0.36121849698372593,0.035995880579370754,0.001783224018758859,lipoprotein transport,BP,0.19261291947368686,0.015326615197726691,0.015326615197726691,1.8145537462062034
GO:0010212,43,-0.7781390868418054,-0.43831733662779204,0.1634087079425372,0.0018310165083975176,response to ionizing radiation,BP,0.4304558246137305,0.015623347381435341,0.015623347381435341,1.80622591069313
GO:0060037,11,0.4540966279968412,0.3839065875634181,0.00574523955502485,0.0018264598019877589,pharyngeal system development,BP,0.06150005633065782,0.015623347381435341,0.015623347381435341,1.80622591069313
GO:0007017,36,-1.214457542892311,-0.4541592992310609,8.593007028432551e-4,0.002741304502428655,microtubule-based process,BP,0.01568723376120826,0.021591211047556798,0.01568723376120826,1.8044536318215352
GO:0035640,20,-0.10263159206845615,0.25414278488602937,0.06642813103412427,0.00187329390857356,exploration behavior,BP,0.2707451075118461,0.015926379619822142,0.015926379619822142,1.7978829366802722
GO:0042307,42,-0.3226242468235203,-0.4298109252208069,0.24175865125890483,0.0018827681420205853,positive regulation of protein import into nucleus,BP,0.5315981547289644,0.015949348828987332,0.015949348828987332,1.7972570433748563
GO:0035633,12,0.5806791248226967,0.5032186131658175,8.936348440174086e-4,0.002496777696642466,maintenance of blood-brain barrier,BP,0.016188538905084596,0.02008469601358571,0.016188538905084596,1.7907923466817006
GO:1904646,31,0.12320265522310057,0.05934012756284005,9.01945578207122e-4,0.012982169502904392,cellular response to amyloid-beta,BP,0.01621436516547918,0.06646306343334749,0.01621436516547918,1.7901000504154012
GO:2000767,15,-0.42887670991607324,-0.6199799429476532,0.4903950676921975,0.001939945263860275,positive regulation of cytoplasmic translation,BP,0.758453660654796,0.016374806797100173,0.016374806797100173,1.7858238154551582
GO:0050808,55,-0.03403415242184342,-0.10290322551756684,9.291906809855298e-4,0.22549783521706537,synapse organization,BP,0.016529168900665213,0.44401956683627836,0.016529168900665213,1.7817489825404143
GO:0071383,12,0.5067052082345108,0.1745947120902326,9.422284906742773e-4,0.02101177248006758,cellular response to steroid hormone stimulus,BP,0.016559314145805398,0.09231851528089395,0.016559314145805398,1.7809576548011667
GO:0060041,67,-0.09128434342967609,0.012558895546871257,9.51356952506151e-4,0.014947204700894397,retina development in camera-type eye,BP,0.016595893504829522,0.07426301069748165,0.016595893504829522,1.7799993606840672
GO:0001578,30,-0.8534063010510222,-0.5202563740884725,0.1459258101074726,0.002048074637117525,microtubule bundle formation,BP,0.40679776551813274,0.01722577060861347,0.01722577060861347,1.7638213404750513
GO:0030336,110,-0.15817268814742563,-0.1178772081940419,0.0010411511976512733,0.3453130384067479,negative regulation of cell migration,BP,0.017981910510285855,0.5738971104078272,0.017981910510285855,1.7451641679979137
GO:0055091,13,0.5269013176313289,0.18724947469517425,0.0010663277877788003,0.025148061976389316,phospholipid homeostasis,BP,0.018197115508833874,0.10482068310512715,0.018197115508833874,1.739997448162057
GO:0050778,12,-0.4815115165249803,0.30475271508919605,0.9188194327243586,0.002198667457610314,positive regulation of immune response,BP,0.9675523955034304,0.018426554671431634,0.018426554671431634,1.7345558599552056
GO:0009408,31,-0.7790744438022217,-0.5128660553364388,0.43254176233885355,0.002240310604072586,response to heat,BP,0.7184683993971622,0.01870897685315936,0.01870897685315936,1.727949962322382
GO:0003333,18,0.31622683266967416,0.24737218672484487,0.0011224984903039496,0.0024698812260621796,amino acid transmembrane transport,BP,0.018882028176184295,0.02008469601358571,0.018882028176184295,1.7239513586387238
GO:0072593,33,-0.44064628584143606,0.1144422984103561,0.5481859305966041,0.002281934410292187,reactive oxygen species metabolic process,BP,0.797392134993825,0.01898924217751979,0.01898924217751979,1.7214923667368398
GO:0060340,16,-0.5448738662345226,-0.6390462451680875,0.9465111599901995,0.00230822807755539,positive regulation of type I interferon-mediated signaling pathway,BP,0.9782011226547587,0.019140412403672334,0.019140412403672334,1.7180487090508323
GO:0007088,17,-0.8498094421128207,-0.5802987648516497,0.18872424376204902,0.0023330224928223937,regulation of mitotic nuclear division,BP,0.46334135306395885,0.019210727169918663,0.019210727169918663,1.7164561957886957
GO:0001774,11,0.5442256390084794,0.13431129452142698,0.001203409281841887,0.2393436543095705,microglial cell activation,BP,0.019957949709420025,0.4614910530606752,0.019957949709420025,1.6998840760557008
GO:0007565,38,-0.3655875242173031,0.11879062331074831,0.24577648820498607,0.0024988602683569485,female pregnancy,BP,0.5365563240503466,0.02008469601358571,0.02008469601358571,1.6971347370277226
GO:0006282,54,-0.8215181339903491,-0.41889612590610104,0.0665655019556775,0.002456491180567208,regulation of DNA repair,BP,0.2707451075118461,0.02008469601358571,0.02008469601358571,1.6971347370277226
GO:0006024,14,0.357062899588631,0.24466131183123813,0.0031959742688491945,0.0024831570894046345,glycosaminoglycan biosynthetic process,BP,0.041354502215054136,0.02008469601358571,0.02008469601358571,1.6971347370277226
GO:0048024,16,-0.1736521866192341,-0.6038099075130384,0.13099321795678964,0.002465113295227452,"regulation of mRNA splicing, via spliceosome",BP,0.3895063488487874,0.02008469601358571,0.02008469601358571,1.6971347370277226
GO:1901799,10,-0.8153132423482635,-0.7294498489485509,0.37844820679217706,0.002730954928250382,negative regulation of proteasomal protein catabolic process,BP,0.6711186197255851,0.021591211047556798,0.021591211047556798,1.6657229974749075
GO:0019228,19,-0.07662922848138824,0.19520483749894596,0.08682887238406341,0.0027244022944499487,neuronal action potential,BP,0.31077829711567156,0.021591211047556798,0.021591211047556798,1.6657229974749075
GO:0032212,22,-0.4622514722664354,-0.5114877927755761,0.678931044643714,0.0027178119708384887,positive regulation of telomere maintenance via telomerase,BP,0.8670729989891249,0.021591211047556798,0.021591211047556798,1.6657229974749075
GO:0019722,43,-0.1628684077917572,0.07968943904895454,0.013879772595276799,0.002777654681920281,calcium-mediated signaling,BP,0.11358640599240995,0.021804589253074207,0.021804589253074207,1.661452089995072
GO:0071897,28,-1.0906068014336252,-0.5006021072357233,0.01170759866423758,0.0028236317122945975,DNA biosynthetic process,BP,0.10249589165159664,0.022072353078243182,0.022072353078243182,1.656151365323985
GO:0051604,89,-0.40487049753701393,0.019216896852594634,0.4454439507441837,0.002830509821498701,protein maturation,BP,0.7293551943335441,0.022072353078243182,0.022072353078243182,1.656151365323985
GO:0006739,12,-1.6842912980516882,-0.5668007635889615,0.0013589829604890523,0.012326812221618112,NADP+ metabolic process,BP,0.022225033832998044,0.06436727889558903,0.022225033832998044,1.6531575692340963
GO:2000234,10,-1.159020730021168,-0.6967765859858712,0.140637429427451,0.0029420740017429142,positive regulation of rRNA processing,BP,0.40252461313050264,0.02286661476602166,0.02286661476602166,1.6407981247354755
GO:0070934,11,-0.06776426353259758,-0.6710727836364857,0.13255838799323993,0.0029554668667927113,CRD-mediated mRNA stabilization,BP,0.39070713857832295,0.02286728846903165,0.02286728846903165,1.6407853296106771
GO:0009451,15,-1.1770399741367603,-0.5894465954647116,0.024871154734304655,0.002961580884524269,RNA modification,BP,0.1564557452851958,0.02286728846903165,0.02286728846903165,1.6407853296106771
GO:0006644,31,-0.0740174517762334,0.11034500151173651,0.03195730059055445,0.0029959499848928265,phospholipid metabolic process,BP,0.1783399120634022,0.023057066060204596,0.023057066060204596,1.6371959561448992
GO:0032435,41,-0.5102297376489698,-0.42808822877992336,0.6555621056898153,0.003075324611206766,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,BP,0.8558855309996192,0.02343815359026516,0.02343815359026516,1.6300766041361907
GO:0051310,15,-0.5314448083417808,-0.6476234965730497,0.9659692018375784,0.003071443167915667,metaphase chromosome alignment,BP,0.9843606535385102,0.02343815359026516,0.02343815359026516,1.6300766041361907
GO:0010575,17,0.30255933974588833,0.1281116211635312,0.0014987507321348927,0.07225295585193436,positive regulation of vascular endothelial growth factor production,BP,0.023598954549420126,0.21120170664918805,0.023598954549420126,1.6271072361601813
GO:0001935,17,0.28815835437554,0.16556438097421114,0.001503118124166887,0.007456120497850887,endothelial cell proliferation,BP,0.023598954549420126,0.04549006158662912,0.023598954549420126,1.6271072361601813
GO:0043153,18,-1.279165159310676,-0.5017140190281,0.001496651574180877,0.0384097009568679,entrainment of circadian clock by photoperiod,BP,0.023598954549420126,0.14133569648972485,0.023598954549420126,1.6271072361601813
GO:0045050,11,0.49172684264087446,0.26082173666558023,0.0014949459459340385,0.02264895624802115,protein insertion into ER membrane by stop-transfer membrane-anchor sequence,BP,0.023598954549420126,0.09804833081634157,0.023598954549420126,1.6271072361601813
GO:0042981,181,-0.7228414635876436,-0.3109043630496022,0.022120703526700005,0.0031307855671064947,regulation of apoptotic process,BP,0.14841668605520944,0.02378387100172837,0.02378387100172837,1.6237174593105805
GO:0001953,13,0.4796077422956956,0.07592873014974202,0.0015550849099606862,0.17648503626244433,negative regulation of cell-matrix adhesion,BP,0.02409358528261458,0.3792173908741391,0.02409358528261458,1.6180985693416792
GO:0000727,12,-1.4671015229595656,-0.7404587328528789,0.002334971782600256,0.003229133289301286,double-strand break repair via break-induced replication,BP,0.03292729669475211,0.024243994965084472,0.024243994965084472,1.6153958148549106
GO:0045935,13,-1.2454777825728687,-0.6394105512949781,0.013763323250312263,0.0032304067718691622,positive regulation of nucleobase-containing compound metabolic process,BP,0.11348742634590532,0.024243994965084472,0.024243994965084472,1.6153958148549106
GO:0071168,31,-0.7998608485930854,-0.48889556815367613,0.1960103555653921,0.003232532662011263,protein localization to chromatin,BP,0.4739264757253577,0.024243994965084472,0.024243994965084472,1.6153958148549106
GO:0006401,24,-0.8607808654697516,-0.5043853290658055,0.13981686541425217,0.003222808074188804,RNA catabolic process,BP,0.40200499098254555,0.024243994965084472,0.024243994965084472,1.6153958148549106
GO:0043547,31,-0.600173321607783,-0.4965960370053697,0.8542970300786171,0.0032801118685106025,positive regulation of GTPase activity,BP,0.9418867270087434,0.024522741112198314,0.024522741112198314,1.610430986708017
GO:0061157,26,-0.3931179088548983,-0.5082568572132548,0.46009606113815643,0.003319434368031686,mRNA destabilization,BP,0.7401135409701901,0.02473818967314753,0.02473818967314753,1.606632084970809
GO:0060042,10,0.807905915266796,0.18650569980135204,0.0016234257735732599,0.06748181370049619,retina morphogenesis in camera-type eye,BP,0.024825764264707968,0.20299166396847626,0.024825764264707968,1.6050973728089641
GO:0042060,53,-0.051365640708300055,-0.07579252242746445,0.0017065043619808975,0.11830519077377527,wound healing,BP,0.025927856596548473,0.29420139838673787,0.025927856596548473,1.5862333839929674
GO:0031295,12,0.23363411005127743,0.3900779115796567,0.023730181486524053,0.0034995110214409604,T cell costimulation,BP,0.153842770174436,0.025997944654553507,0.025997944654553507,1.5850609851241615
GO:0007283,367,-0.3223096896306861,-0.20913465022966987,0.0017382264230861946,0.26286520414484016,spermatogenesis,BP,0.0262405335023589,0.48363090293835825,0.0262405335023589,1.5810273394650056
GO:1990830,121,-0.46739186354307244,-0.3323964521269598,0.35636620638233496,0.00357901390471021,cellular response to leukemia inhibitory factor,BP,0.6485644637020084,0.0265049614641275,0.0265049614641275,1.5766728228629063
GO:0045943,23,-0.42810429666799393,-0.5505873437028538,0.6132679997398163,0.0036002689353062407,positive regulation of transcription by RNA polymerase I,BP,0.8308602771887754,0.026578787907981807,0.026578787907981807,1.575464828392455
GO:0006637,20,-0.3971358124944367,-0.5531753799852804,0.5855764012701058,0.0036199854344039473,acyl-CoA metabolic process,BP,0.8159955177462125,0.02664083030631655,0.02664083030631655,1.5744522437722999
GO:0016180,16,-1.0381423622923052,-0.6008329341685914,0.03902604401951979,0.00381973330435619,snRNA processing,BP,0.20036525972326452,0.028023277045977655,0.028023277045977655,1.552481079622442
GO:0045766,95,-0.18949845487587622,-0.06069358532382746,0.001882704888390945,0.035189014924489705,positive regulation of angiogenesis,BP,0.028061835520004276,0.133776304754914,0.028061835520004276,1.551883925248579
GO:0003158,11,0.42601119370908297,0.076103450868001285,0.001871990997272207,0.27178462597336983,endothelium development,BP,0.028061835520004276,0.49414150834761245,0.028061835520004276,1.551883925248579
GO:0009060,59,-0.9239127898505402,0.021442003240867945,0.047698123904134075,0.0038757326120705234,aerobic respiration,BP,0.22331825406408698,0.028345808389521998,0.028345808389521998,1.547511152922353
GO:0060348,70,-0.11459439719358029,-0.07905555836524526,0.0019470419592092767,0.13566373606108242,bone development,BP,0.028838262980741172,0.320606993924651,0.028838262980741172,1.5400309020870706
GO:0030970,17,0.2727211522970842,0.25350765342927395,0.013782337127358352,0.003987631537956331,"retrograde protein transport, ER to cytosol",BP,0.11348742634590532,0.02907390796249894,0.02907390796249894,1.5364965887153357
GO:0071353,20,-1.1448012768963705,-0.6013182460405135,0.015013564945448034,0.00409647536074473,cellular response to interleukin-4,BP,0.11985405236111905,0.029775307020227897,0.029775307020227897,1.5261437517090515
GO:0003007,51,-0.026831097708012067,-0.0746211709608399,0.002058912786080473,0.19683483401857851,heart morphogenesis,BP,0.03011639510074232,0.4094929629980145,0.03011639510074232,1.5211970139305422
GO:0051497,29,-0.4229022237577962,-0.48202467305678237,0.7655709685993225,0.004192748579644135,negative regulation of stress fiber assembly,BP,0.9073576401869172,0.030348037576395412,0.030348037576395412,1.5178693868720052
GO:0006139,33,-0.8139688295308817,-0.4469215257417365,0.14390681835015326,0.004201044692103993,nucleobase-containing compound metabolic process,BP,0.40577598409929777,0.030348037576395412,0.030348037576395412,1.5178693868720052
GO:0035987,21,0.2357293435695359,-0.012760024151233715,0.0021411259144654255,0.28638431491422656,endodermal cell differentiation,BP,0.03093467195439311,0.5086237267141807,0.03093467195439311,1.509554485079645
GO:0010955,12,0.49193341866755935,0.36280760706318155,0.0030760314121063524,0.004416242208668373,negative regulation of protein processing,BP,0.04046957528218134,0.03163255558382336,0.03163255558382336,1.4998657201576866
GO:0034244,18,-1.1305441618672003,-0.5552866115817249,0.014373703796330958,0.004419155323599951,negative regulation of transcription elongation by RNA polymerase II,BP,0.11584848138776294,0.03163255558382336,0.03163255558382336,1.4998657201576866
GO:2001222,19,0.2490618016099861,0.18112962730201948,0.002219467044369334,0.01634502577888111,regulation of neuron migration,BP,0.03167784781508959,0.07896108048622305,0.03167784781508959,1.4992443319367403
GO:0030168,22,-0.21477509632139377,0.18134338919091644,0.20233737368017712,0.004443957932839938,platelet activation,BP,0.4827806636441916,0.03171369979344865,0.03171369979344865,1.49875308922019
GO:0035094,21,-0.4769027685497593,0.1932583271727321,0.5702539071161772,0.00447928134909711,response to nicotine,BP,0.8088321254088926,0.03177321559374606,0.03177321559374606,1.4979388303742764
GO:0000956,25,-0.7349244542520488,-0.5225078024532305,0.4317259436804895,0.004467190357018341,nuclear-transcribed mRNA catabolic process,BP,0.7184683993971622,0.03177321559374606,0.03177321559374606,1.4979388303742764
GO:0002011,11,0.4976219161137589,0.10436397954323942,0.0022396892515222262,0.09057682421858605,morphogenesis of an epithelial sheet,BP,0.03177390474298098,0.24745756500553381,0.03177390474298098,1.497929410790561
GO:0021675,17,-0.15469584711175308,0.2387151971806211,0.11347402647476588,0.004519150367255764,nerve development,BP,0.35507880137698616,0.03186406920624948,0.03186406920624948,1.4966987633442839
GO:0034198,61,-0.8988767697213639,-0.3689482470711723,0.026299668977864375,0.0045172039623729366,cellular response to amino acid starvation,BP,0.1633353825623067,0.03186406920624948,0.03186406920624948,1.4966987633442839
GO:0061298,11,0.21605139005495094,0.2795182660957335,0.021691078476699842,0.004584851676143682,retina vasculature development in camera-type eye,BP,0.14636816565222957,0.032230822977069765,0.032230822977069765,1.4917286051349814
GO:0000470,11,-1.0964292374617426,-0.6515498983746705,0.07467378810461305,0.004620896117661115,maturation of LSU-rRNA,BP,0.2878179557878293,0.03238753082467835,0.03238753082467835,1.4896221606682154
GO:0060021,56,-0.054476046711785346,-0.042119165445374036,0.0023652913182394164,0.08571179272494671,roof of mouth development,BP,0.03315631580032039,0.23811690481110764,0.03315631580032039,1.4794337325392002
GO:0050684,16,-0.49987624572269,-0.5795848752277962,0.941475220192008,0.004748062290202544,regulation of mRNA processing,BP,0.9760683318160531,0.03318007920898217,0.03318007920898217,1.479122581543038
GO:0075522,11,-0.5364306765340733,-0.6404852587234852,0.8834363952166389,0.00478207795286736,IRES-dependent viral translational initiation,BP,0.952743881171781,0.03331891591420897,0.03331891591420897,1.4773091375214384
GO:0006351,83,-0.592363291451457,-0.3661694069664612,0.755663520916185,0.0048838964528369324,DNA-templated transcription,BP,0.9019703962278844,0.03368748256748538,0.03368748256748538,1.4725314422067552
GO:0043542,28,-0.11690501670867925,0.11293372562473863,0.10489797923396958,0.004855329540471713,endothelial cell migration,BP,0.3402682384242402,0.03368748256748538,0.03368748256748538,1.4725314422067552
GO:0032469,19,0.06301491361346438,0.16771149835820684,0.016889446273767653,0.004897684153336872,endoplasmic reticulum calcium ion homeostasis,BP,0.12626871738007245,0.03368748256748538,0.03368748256748538,1.4725314422067552
GO:0048041,27,-0.5282011132057127,-0.4623409934055345,0.6897603027378871,0.00490649958413906,focal adhesion assembly,BP,0.8732152142092809,0.03368748256748538,0.03368748256748538,1.4725314422067552
GO:0032204,13,-1.146094534932334,-0.6495973769525295,0.031245508243258283,0.004902310896368736,regulation of telomere maintenance,BP,0.17603629644228053,0.03368748256748538,0.03368748256748538,1.4725314422067552
GO:0035567,23,0.09805713346744435,0.22694114964452916,0.008461853113784647,0.0049679633198264905,non-canonical Wnt signaling pathway,BP,0.0804630315889331,0.03401033028544007,0.03401033028544007,1.468389150471054
GO:0001649,68,-0.11336704865282979,-0.04679321379311288,0.0025106521918533404,0.04955204358500485,osteoblast differentiation,BP,0.03477991712832128,0.1673290875129907,0.03477991712832128,1.4586714571451422
GO:0031016,18,0.28121581070680585,0.006312505215865137,0.00253381515552387,0.1477964829395941,pancreas development,BP,0.034895524510284874,0.34090177994392173,0.034895524510284874,1.4572302694627153
GO:0006006,51,-1.0597668674199756,-0.35085879157569566,0.0025517168169428535,0.025468841697045653,glucose metabolic process,BP,0.03493775060407221,0.10554100527113663,0.03493775060407221,1.4567050596188649
GO:0050793,28,0.11711681441563801,0.14637145192310053,0.00454081263206031,0.005129188979381089,regulation of developmental process,BP,0.05346806874251016,0.035012289989688306,0.035012289989688306,1.4557794831406867
GO:0007264,94,-0.6750886900866019,-0.35694375988942534,0.23841728531150883,0.005184228056388088,small GTPase-mediated signal transduction,BP,0.5276999125080858,0.0352857140832195,0.0352857140832195,1.452401089246885
GO:0001755,33,-0.19344689095612347,0.10741360901401178,0.08584251029970175,0.005275791238933013,neural crest cell migration,BP,0.30929472017946275,0.03562881274842568,0.03562881274842568,1.4481986493132606
GO:0071260,54,-0.3823919160530376,0.017372694431507248,0.4341635056298179,0.0052800236302337844,cellular response to mechanical stimulus,BP,0.7195320589431535,0.03562881274842568,0.03562881274842568,1.4481986493132606
GO:0030220,15,-1.094926355795131,-0.5886045586347259,0.053896305948254127,0.005272301069038741,platelet formation,BP,0.2431528745366637,0.03562881274842568,0.03562881274842568,1.4481986493132606
GO:0001916,25,-0.3573018519913907,0.23122203378263592,0.5550496368178574,0.0053016936133493805,positive regulation of T cell mediated cytotoxicity,BP,0.8017080983944286,0.03567282416982226,0.03567282416982226,1.4476625067867523
GO:0001944,27,-0.1498240915996882,0.14169157909296795,0.0851123747556951,0.005342452470265683,vasculature development,BP,0.30769917534381963,0.03570181747266239,0.03570181747266239,1.447309674692932
