GO,n_genes,mean_clip_enrichment,mean_ribo_density_change,clip_p,ribo_p,TERM,ontology,clip_fdr,ribo_fdr,combined_fdr,neglog10_fdr
GO:0000502,60,-0.9352213851942751,-0.43288111337920226,0.016612810736156586,3.9967784010802186e-4,proteasome complex,CC,0.07701023281930214,0.0020643295790861065,0.0020643295790861065,2.685220964529405
GO:0005657,30,-0.7993113928582899,-0.566660531045617,0.17876765274180048,3.856651662232691e-4,replication fork,CC,0.38803930972128914,0.0020643295790861065,0.0020643295790861065,2.685220964529405
GO:0016586,14,-0.6048579701368058,-0.7102277965226217,0.6164436160060122,4.000346167881669e-4,RSC-type complex,CC,0.7751601332305487,0.0020643295790861065,0.0020643295790861065,2.685220964529405
GO:0045121,151,-0.19038973000235676,-0.02794650756855137,1.7164884868402835e-4,0.002794679761086351,membrane raft,CC,0.0021835330286084534,0.010276578480428462,0.0021835330286084534,2.6608402344575897
GO:0031090,34,-0.29436281815387616,0.1307805054713096,0.14256097034600765,4.3557046646665077e-4,organelle membrane,CC,0.34052773266055103,0.0022267013566098872,0.0022267013566098872,2.6523380262859297
GO:0030131,12,-1.4890516481385268,-0.7261382962151383,0.0026200398619634986,4.497521282051101e-4,clathrin adaptor complex,CC,0.018857392164395182,0.0022779112419277336,0.0022779112419277336,2.6424632020707852
GO:0030117,30,-0.9592124179606349,-0.5506870285076485,0.028513397954097755,4.6500644071687555e-4,membrane coat,CC,0.10983682169641881,0.0023335644318544123,0.0023335644318544123,2.631980203344278
GO:0034361,10,0.5501856284481765,0.4861869449842635,0.008306365603427245,4.823063978716848e-4,very-low-density lipoprotein particle,CC,0.047132880810323984,0.002398378178507378,0.002398378178507378,2.620082335878778
GO:0048787,37,0.148445742644169,0.16127077660698,5.886741998458143e-4,4.910684161155128e-4,presynaptic active zone membrane,CC,0.0060755620248237815,0.0024050293745845777,0.0024050293745845777,2.618879614865167
GO:0120293,11,-1.2007998685062855,-0.8022245381945801,0.025107501128359196,4.924374587814858e-4,dynein axonemal particle,CC,0.10222850822836345,0.0024050293745845777,0.0024050293745845777,2.618879614865167
GO:0034707,22,-0.03796576027044615,0.2602596961132913,0.03623470297674071,5.01409232378916e-4,chloride channel complex,CC,0.13551264350803788,0.0024271756647014785,0.0024271756647014785,2.6148987908498813
GO:0031594,79,-0.07135532249997567,-0.09458135535417488,2.2222559400409357e-4,0.32849320929914877,neuromuscular junction,CC,0.0027012755537830927,0.4393295488670767,0.0027012755537830927,2.568431111709074
GO:0030659,128,-0.13381695610438285,0.0052869895552529085,3.786288614633438e-4,6.06068386402409e-4,cytoplasmic vesicle membrane,CC,0.004226734433070389,0.0029080649768606815,0.0029080649768606815,2.536395893969539
GO:0022624,17,-1.0510968293618723,-0.612880150512135,0.038718882562899154,6.51389630002503e-4,proteasome accessory complex,CC,0.14119485841270557,0.003098348935751036,0.003098348935751036,2.50886967362083
GO:0042383,96,-0.08575400563561188,-0.12764051943291777,2.654148949227724e-4,0.22751526809105227,sarcolemma,CC,0.0031561292939729676,0.3381816620809935,0.0031561292939729676,2.5008452137931516
GO:0030687,15,-1.005392981324202,-0.6564202784954144,0.08483382128880883,6.796769740121103e-4,"preribosome, large subunit precursor",CC,0.2459130360441809,0.003183434878558127,0.003183434878558127,2.497104029786987
GO:0043596,18,-1.0852340354371044,-0.6258252231954431,0.04672018911888165,6.977829897964971e-4,nuclear replication fork,CC,0.16277670986005263,0.003183434878558127,0.003183434878558127,2.497104029786987
GO:0001533,18,-1.24886392718844,-0.6439753548555758,0.02536733186959121,6.9345636540664e-4,cornified envelope,CC,0.10222850822836345,0.003183434878558127,0.003183434878558127,2.497104029786987
GO:0005847,19,-0.9438469240239875,-0.6164841849580666,0.09467666986653163,6.900054684693166e-4,mRNA cleavage and polyadenylation specificity factor complex,CC,0.2628839513552934,0.003183434878558127,0.003183434878558127,2.497104029786987
GO:0030688,11,-0.9642748192371987,-0.7429553141364579,0.15698613114718757,6.98376938623355e-4,"preribosome, small subunit precursor",CC,0.3577975572396317,0.003183434878558127,0.003183434878558127,2.497104029786987
GO:0071782,20,0.4080416028421739,0.2081682523559371,2.965336288794352e-4,0.002514659272356751,endoplasmic reticulum tubular network,CC,0.003451146702064916,0.009552212652632936,0.003451146702064916,2.4620365792355723
GO:0031011,16,-0.9003020506485256,-0.6543144992382229,0.20649293752323605,7.761598775807423e-4,Ino80 complex,CC,0.4246302136286095,0.003482598573690971,0.003482598573690971,2.4580965821820513
GO:0000118,40,-0.6453939932574483,-0.4663907388211075,0.5231263726591786,9.464314115453179e-4,histone deacetylase complex,CC,0.7065435206038783,0.004208926683864137,0.004208926683864137,2.375828639248547
GO:0034703,14,-0.07661885181148874,0.3235228781005284,0.1377870994090366,9.754853425098824e-4,cation channel complex,CC,0.3353081895279499,0.004303149051233111,0.004303149051233111,2.36621361069017
GO:0071162,11,-1.6438386892567662,-0.7425858214163503,4.134599510405181e-4,0.005563899337407786,CMG complex,CC,0.004523251864383268,0.01822426908719796,0.004523251864383268,2.3445492291308367
GO:0000974,14,-1.0920034031664572,-0.714091246311918,0.11110868525328621,0.001079215857263704,Prp19 complex,CC,0.2884946323347582,0.004722648591385969,0.004722648591385969,2.3258143687361947
GO:0042824,11,0.07599530267418629,0.35779986254629553,0.08331605800486062,0.0011643331557319612,MHC class I peptide loading complex,CC,0.24471863198915642,0.005054684414169704,0.005054684414169704,2.2963059541111823
GO:0042555,11,-1.5171762377560993,-0.8327129480191657,0.0030629134501298084,0.0011829678513233112,MCM complex,CC,0.021207767812924116,0.0050951449974318995,0.0050951449974318995,2.2928434523467534
GO:0034451,128,-0.5626530170171558,-0.343622363678962,0.9770021378541114,0.0012501919135134345,centriolar satellite,CC,0.9955906063284962,0.005342617005405068,0.005342617005405068,2.2722459578404792
GO:0090543,29,-0.5347876975349434,-0.4981953370070073,0.9969033355377867,0.0012628058724356245,Flemming body,CC,0.9987291658226544,0.0053546884668394315,0.0053546884668394315,2.2712657911380543
GO:0005790,28,0.1852287190100498,0.14093063803952455,0.0018178978986289544,0.0013820250803265749,smooth endoplasmic reticulum,CC,0.015066517432576332,0.005815136299527973,0.005815136299527973,2.2354401014962964
GO:0043231,80,-0.07611655355102619,-0.0031833990519418444,5.579195401452925e-4,0.0036797640884741133,intracellular membrane-bounded organelle,CC,0.005868884393451442,0.012592223331764244,0.005868884393451442,2.2314444452283935
GO:0034702,59,-0.2526563480928853,0.08371229962665358,0.07519661342026794,0.0014596321458591776,monoatomic ion channel complex,CC,0.2260030084664097,0.006094799876221146,0.006094799876221146,2.215040549943833
GO:0035267,24,-0.9051705033410179,-0.5508503708484176,0.08366066578057084,0.0014890939145399094,NuA4 histone acetyltransferase complex,CC,0.24471863198915642,0.006170714933737351,0.006170714933737351,2.209664516065671
GO:0042470,86,-0.13997269339750132,0.021668754460673883,7.079832211140171e-4,0.0016039913908107754,melanosome,CC,0.0069154789633815595,0.006596866847921008,0.006596866847921008,2.1806622816913754
GO:0012505,227,-0.2385136002676649,-0.07241954870521516,6.736452200388669e-4,0.00367599727845852,endomembrane system,CC,0.006728319696042881,0.012592223331764244,0.006728319696042881,2.172093381221929
GO:0005923,99,-0.120340801208035,-0.12720717734709724,6.765220900957193e-4,0.42387721664577577,bicellular tight junction,CC,0.006728319696042881,0.5379601798265414,0.006728319696042881,2.172093381221929
GO:0043226,37,-0.22671222770387262,-0.4779831443723023,0.13031524843016504,0.0018005654555457485,organelle,CC,0.33001130042268645,0.007350069434205406,0.007350069434205406,2.1337085582287534
GO:0035145,21,-0.4159160255663338,-0.574710016272508,0.5884316425035121,0.0018447851363284987,exon-exon junction complex,CC,0.7579361779796808,0.007474796070901399,0.007474796070901399,2.1264006513634444
GO:0005776,75,-1.017708327140937,-0.39970297618801814,7.993347964938367e-4,0.001925168696035466,autophagosome,CC,0.007670809362844362,0.007743141740672059,0.007670809362844362,2.1151588103309833
GO:0030140,15,0.49604975266055246,0.2915981005695515,8.294372712221874e-4,0.0030998309291621513,trans-Golgi network transport vesicle,CC,0.007822451506181664,0.011155312620076952,0.007822451506181664,2.106657120500464
