entrez,rna_control,rna_case,rna_control_cpm,clip_cpm,clip_enrichment,expr_change,symbol
54758,6.78718396492503,5.7357676359532,40.848522485768534,0,-5.3871047824160625,-0.2092593384350689,KLHDC4
5476,19.556755528878,11.7253518200689,117.70191762864278,35.07487389486745,-1.718276985215279,-0.6919070387538991,CTSA
54764,4.82886058991923,9.45846461528678,29.06239486174528,165.5095611914058,2.469573172647822,0.8433852662419223,ZRANB1
54765,16.6149550650016,15.8600826322748,99.99675404116562,21.921796184292155,-2.139516921344968,-0.06318918755198247,TRIM44
54776,17.9153548982813,15.175716832022,107.82318280819585,0,-6.765842119153991,-0.22572819800293553,PPP1R12C
54778,7.84597873446676,7.28004483956742,47.22085631006869,0,-5.591585365556552,-0.09538319355058912,RNF111
5478,29.2256104065985,24.2810153858373,175.89371527627898,0,-7.466738982286929,-0.2577170659809004,PPIA
54780,10.6767193573067,11.5975728341453,64.25760860395364,42.74750255936971,-0.5769454608786555,0.10951079989333475,NSMCE4A
54784,3.15509324459061,3.70312152906709,18.988861656379093,0,-4.321124409418181,0.17873775911419376,ALKBH4
54788,6.85443012751639,6.08182964573317,41.25324208654704,0,-5.400990138358705,-0.14938446568087815,DNAJB12
5479,81.0871079124,74.581376272567,488.0210361149681,665.3265141932669,0.4463327752604805,-0.11912487005033233,PPIB
54790,1.07745283290298,1.82475281599146,6.484626982212427,0,-2.903930417242648,0.4433089059747233,TET2
54793,1.38299108499135,1.81601382390698,8.323502460642466,0,-3.220872018547035,0.2408808619598429,KCTD9
54795,1.21143275239435,1.65114639807905,7.290982281003145,0,-3.051543036338727,0.26163496709678036,TRPM4
54796,1.55251804238004,4.32569936996871,9.343796851751152,17.537436947433726,0.8416759390022629,1.0610498334795007,BNC2
54797,2.24428446532405,3.53579256020351,13.507178370295298,0,-3.8586950390311805,0.4834543381423957,MED18
54799,18.0970335514126,14.469069966053,108.91661192194465,115.08942996753382,0.07882717947127668,-0.303962092360777,MBTD1
5480,3.72478087737793,1.3455729435976,22.417514570170287,62.47711912523265,1.4386486909318434,-1.0103070555130105,PPIC
54800,5.49730751543407,2.78037987917592,33.08542848048076,52.61231084230118,0.653409201717745,-0.7813107752015623,KLHL24
54801,9.62931704526125,8.42271963338743,57.95384004303957,194.00789623098558,1.7258748491607732,-0.17383348077130037,HAUS6
54802,8.76687440592974,9.50739225037301,52.76324734252068,0,-5.748548375553538,0.10543581217561643,TRIT1
54805,3.91496655890477,3.75175258476605,23.56214305356902,0,-4.618364536616361,-0.04872188104996709,CNNM2
